country_code,country_name,indicator_code,indicator_name,year,value
EAR,Early-demographic dividend,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2010,7.00928360259741
EAS,East Asia & Pacific,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2023,4.09957591317935
EAS,East Asia & Pacific,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2022,5.1209093126682
EAS,East Asia & Pacific,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2021,4.08693091907996
EAS,East Asia & Pacific,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2020,1.22360923994052
EAS,East Asia & Pacific,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2019,1.49948619479095
EAS,East Asia & Pacific,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2018,3.46789777292169
EAS,East Asia & Pacific,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2017,2.71998590127561
EAS,East Asia & Pacific,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2016,1.82991900792052
EAS,East Asia & Pacific,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2015,2.5266831059666
EAS,East Asia & Pacific,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2014,2.299780883639
EAS,East Asia & Pacific,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2013,2.1670083558869
EAS,East Asia & Pacific,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2012,2.88426651899299
EAS,East Asia & Pacific,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2011,3.90835201796104
EAS,East Asia & Pacific,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2010,2.94861183213928
EAP,East Asia & Pacific (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2023,4.60143307078241
EAP,East Asia & Pacific (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2022,5.48864820202009
EAP,East Asia & Pacific (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2021,4.08693091907996
EAP,East Asia & Pacific (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2020,1.22360923994052
EAP,East Asia & Pacific (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2019,1.49948619479095
EAP,East Asia & Pacific (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2018,3.74065383022071
EAP,East Asia & Pacific (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2017,2.97918318621855
EAP,East Asia & Pacific (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2016,2.24475651909437
EAP,East Asia & Pacific (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2015,2.53089804690228
EAP,East Asia & Pacific (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2014,3.29936912050763
EAP,East Asia & Pacific (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2013,2.8690452471251
EAP,East Asia & Pacific (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2012,3.57651352093811
EAP,East Asia & Pacific (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2011,5.41240809007968
EAP,East Asia & Pacific (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2010,6.26499886932319
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2023,6.07879338818262
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2022,5.48864820202009
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2021,4.47386132078888
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2020,1.22360923994052
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2019,1.31550650702985
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2018,3.74065383022071
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2017,2.97918318621855
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2016,2.43892408688207
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2015,2.53089804690228
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2014,3.05305530085906
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2013,2.8690452471251
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2012,3.75387875323653
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2011,5.41240809007968
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2010,4.37088436444888
EMU,Euro area,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2023,6.1890982952545
EMU,Euro area,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2022,6.35667299142983
EMU,Euro area,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2021,2.52447719483439
EMU,Euro area,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2020,1.69673098366938
EMU,Euro area,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2019,1.92131129927328
EMU,Euro area,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2018,1.84598025183023
EMU,Euro area,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2017,1.36347904506743
EMU,Euro area,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2016,0.586737171692668
EMU,Euro area,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2015,1.00513573664109
EMU,Euro area,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2014,0.678004110885134
EMU,Euro area,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2013,1.24217046950391
EMU,Euro area,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2012,1.69057956663362
EMU,Euro area,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2011,1.64455778124058
EMU,Euro area,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2010,0.836737273982592
ECS,Europe & Central Asia,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2023,6.29282793928431
ECS,Europe & Central Asia,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2022,8.19886147930275
ECS,Europe & Central Asia,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2021,3.73940873768998
ECS,Europe & Central Asia,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2020,1.80012780394217
ECS,Europe & Central Asia,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2019,2.34320884568132
ECS,Europe & Central Asia,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2018,2.14480104239298
ECS,Europe & Central Asia,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2017,2.06303398131303
ECS,Europe & Central Asia,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2016,1.32792802237991
ECS,Europe & Central Asia,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2015,1.3432208131948
ECS,Europe & Central Asia,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2014,1.39210170637391
ECS,Europe & Central Asia,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2013,1.46435073908128
ECS,Europe & Central Asia,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2012,2.3067895172853
ECS,Europe & Central Asia,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2011,2.74248702984097
ECS,Europe & Central Asia,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2010,1.95449347938568
ECA,Europe & Central Asia (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2023,7.90666411689693
ECA,Europe & Central Asia (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2022,12.082081128641
ECA,Europe & Central Asia (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2021,8.47251160639347
ECA,Europe & Central Asia (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2020,2.22797604954881
ECA,Europe & Central Asia (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2019,3.82718214785177
ECA,Europe & Central Asia (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2018,3.33677576027664
ECA,Europe & Central Asia (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2017,6.28980617702843
ECA,Europe & Central Asia (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2016,3.50806334370899
ECA,Europe & Central Asia (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2015,2.19434690627374
ECA,Europe & Central Asia (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2014,3.74965558187807
ECA,Europe & Central Asia (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2013,3.49991704639481
ECA,Europe & Central Asia (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2012,5.69492443855372
ECA,Europe & Central Asia (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2011,10.0870132354684
ECA,Europe & Central Asia (excluding high income),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2010,8.90130951132168
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2023,8.04676215128896
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2022,12.0919624576312
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2021,6.90051365787157
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2020,2.6493593974983
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2019,3.65868395013121
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2018,3.44744511589256
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2017,4.81312131224342
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2016,2.84422269802643
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2015,2.21957293262733
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2014,2.30918242990974
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2013,3.17518813604272
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2012,4.78556981066754
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2011,8.20084709330651
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2010,7.00928360259741
EUU,European Union,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2023,6.29005505455038
EUU,European Union,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2022,6.70926670266638
EUU,European Union,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2021,2.74262712757394
EUU,European Union,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2020,2.03874418596244
EUU,European Union,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2019,2.33858654999968
EUU,European Union,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2018,1.86533423151265
EUU,European Union,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2017,1.49993727186828
EUU,European Union,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2016,0.885482436856336
EUU,European Union,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2015,1.23453645859612
EUU,European Union,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2014,0.902550708834269
EUU,European Union,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2013,1.144927441192
EUU,European Union,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2012,1.70237982317502
EUU,European Union,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2011,1.66934505042573
EUU,European Union,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2010,0.920113149429753
FCS,Fragile and conflict affected situations,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2023,5.86146407732956
FCS,Fragile and conflict affected situations,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2022,9.61196502727536
FCS,Fragile and conflict affected situations,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2021,8.8667496302478
FCS,Fragile and conflict affected situations,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2020,2.69628145077427
FCS,Fragile and conflict affected situations,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2019,3.97214622860132
FCS,Fragile and conflict affected situations,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2018,4.42406004650161
FCS,Fragile and conflict affected situations,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2017,4.97709135296878
FCS,Fragile and conflict affected situations,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2016,2.38372590034692
FCS,Fragile and conflict affected situations,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2015,3.00146253908975
FCS,Fragile and conflict affected situations,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2014,2.01421263022257
FCS,Fragile and conflict affected situations,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2013,2.93469272787475
FCS,Fragile and conflict affected situations,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2012,5.93999221193936
FCS,Fragile and conflict affected situations,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2011,8.36425019828808
FCS,Fragile and conflict affected situations,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2010,6.39240138953099
HPC,Heavily indebted poor countries (HIPC),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2023,5.3013415072477
HPC,Heavily indebted poor countries (HIPC),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2022,8.38532618616978
HPC,Heavily indebted poor countries (HIPC),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2021,5.16433588592962
HPC,Heavily indebted poor countries (HIPC),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2020,3.40198228348704
HPC,Heavily indebted poor countries (HIPC),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2019,2.96118846307267
HPC,Heavily indebted poor countries (HIPC),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2018,3.04136223867999
HPC,Heavily indebted poor countries (HIPC),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2017,4.12384905939905
HPC,Heavily indebted poor countries (HIPC),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2016,4.08088525388276
HPC,Heavily indebted poor countries (HIPC),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2015,3.61332477392402
HPC,Heavily indebted poor countries (HIPC),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2014,2.21898603934831
HPC,Heavily indebted poor countries (HIPC),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2013,3.58690582613154
HPC,Heavily indebted poor countries (HIPC),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2012,5.93999221193936
HPC,Heavily indebted poor countries (HIPC),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2011,8.45292200371514
HPC,Heavily indebted poor countries (HIPC),NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2010,5.63761163813462
,High income,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2023,4.32898504081504
,High income,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2022,6.15557496508328
,High income,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2021,2.80292936590148
,High income,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2020,1.18953318282115
,High income,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2019,1.85424076568934
,High income,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2018,1.86533423151265
,High income,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2017,1.98498084117679
,High income,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2016,0.968897451035623
,High income,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2015,1.39233967276846
,High income,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2014,1.25992949919848
,High income,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2013,1.33585682712261
,High income,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2012,2.17158665835847
,High income,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2011,1.99528457150498
,High income,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2010,1.5047865386211
IBD,IBRD only,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2023,5.47333895056279
IBD,IBRD only,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2022,9.56011114906671
IBD,IBRD only,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2021,6.19285088635113
IBD,IBRD only,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2020,2.38848095642257
IBD,IBRD only,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2019,2.37667415121405
IBD,IBRD only,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2018,3.61211059645764
IBD,IBRD only,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2017,4.05764015411458
IBD,IBRD only,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2016,2.62804309696658
IBD,IBRD only,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2015,2.1694364984367
IBD,IBRD only,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2014,2.86031135168506
IBD,IBRD only,NY.GDP.DEFL.KD.ZG,GDP deflator (annual %),2013,2.83972412637765
